,name,rating,interlinking,highly_rated,critical_rated,number_of_reviews,number_of_jobs
3962,Vacmet India,4.3,Packaging | 501-1k Employees | Public | 31 years old | Agra +13 more,"Job Security, Work Life Balance, Work Satisfaction",,191,--
3963,Government of West Bengal,3.6,Government | 1 Lakh+ Employees | 77 years old | Howrah +32 more,Job Security,"Promotions / Appraisal, Salary & Benefits",191,--
3964,CallHealth,3.6,Healthcare | 51-200 Employees | Startup | 11 years old | Hyderabad +14 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",191,21
3965,Rooman Technologies,3,Education & Training | 201-500 Employees | 25 years old | Bangalore/Bengaluru +39 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",191,16
3966,Amazon Distributors,4.1,New Delhi +27 more,"Skill Development / Learning, Work Life Balance, Salary & Benefits",,189,--
3967,SMS Group,4.4,Industrial Machinery | 1k-5k Employees | 153 years old | Düsseldorf +15 more,"Work Life Balance, Job Security, Company Culture",,195,--
3968,National Institute of Technology,4.2,Education & Training | 51-200 Employees | Public | 17 years old | New Delhi +28 more,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,194,--
3969,Netaxis IT Solutions,3.9,IT Services & Consulting | 1-10 Employees | 24 years old | Chennai +3 more,"Skill Development / Learning, Promotions / Appraisal, Work Satisfaction",,193,5
3970,Lumino Industries,3.7,Electrical Equipment | 51-200 Employees | Public | 35 years old | Kolkata +25 more,,"Promotions / Appraisal, Company Culture, Work Satisfaction",192,--
3971,Aujas Cybersecurity,3.9,Software Product | 501-1k Employees | 16 years old | Bangalore/Bengaluru +9 more,"Job Security, Skill Development / Learning, Salary & Benefits",,192,86
3972,RNF Technologies,4,IT Services & Consulting | 201-500 Employees | 15 years old | Noida +4 more,"Work Life Balance, Company Culture, Job Security",,192,6
3973,Model N,4.7,Software Product | 501-1k Employees | Public | 25 years old | San Mateo,"Company Culture, Work Life Balance, Job Security",,191,30
3974,Ninestars Information Technologies,3.3,IT Services & Consulting | 501-1k Employees | 25 years old | Bangalore +12 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",191,14
3975,Intersoft Data Labs,3.7,IT Services & Consulting | 501-1k Employees | 21 years old | Columbia +7 more,"Work Life Balance, Salary & Benefits","Job Security, Skill Development / Learning, Promotions / Appraisal",191,2
3976,Wirtgen India,4.2,Industrial Machinery | 501-1k Employees | 63 years old | Pune +24 more,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,190,--
3977,NGA HR,3.9,BPO | 1k-5k Employees | 55 years old | Hemel Hempstead +20 more,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,190,--
3978,Synergy Property Development Services,3.8,Real Estate | 201-500 Employees | 21 years old | Bangalore/Bengaluru +22 more,,,190,1
3979,Balajee Group,3.8,Engineering & Construction | 51-200 Employees | 21 years old | Mumbai +34 more,,,190,4
3980,Sanoh,4.3,Auto Components | 201-500 Employees | 85 years old | Tokyo +13 more,"Job Security, Work Life Balance, Company Culture",,190,--
3981,Chandan Steel,3.6,Metals & Mining | 11-50 Employees | Public | 55 years old | Mumbai +15 more,,"Salary & Benefits, Company Culture, Promotions / Appraisal",189,2
3982,Manipal University,3.9,Education & Training | 1k-5k Employees | 71 years old | Manipal +13 more,"Job Security, Work Life Balance",Promotions / Appraisal,192,8
3983,Scaleneworks,3.5,Recruitment | 501-1k Employees | 14 years old | Bangalore +18 more,,"Job Security, Promotions / Appraisal, Work Satisfaction",192,24
3984,HOLITECH INDIA,3.9,Electronics Manufacturing | 51-200 Employees | Greater Noida +12 more,"Skill Development / Learning, Job Security",,192,--
3985,Muthoot Housing Finance Company,4.1,NBFC | 501-1k Employees | 14 years old | Mumbai +71 more,"Skill Development / Learning, Work Life Balance, Job Security",,192,3
3986,Klaus IT Solutions,3.6,IT Services & Consulting | 1k-5k Employees | 13 years old | Bangalore/Bengaluru +6 more,,"Job Security, Promotions / Appraisal, Skill Development / Learning",191,5
3987,Vinati Organics,3.8,Chemicals | 501-1k Employees | Public | 35 years old | Mumbai +10 more,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",191,--
3988,Immacule Life Sciences,4.1,Pharma | 201-500 Employees | 12 years old | Nalagarh +9 more,"Skill Development / Learning, Job Security, Promotions / Appraisal",,191,--
3989,Konica Minolta,4,Industrial Machinery | 501-1k Employees | 24 years old | Gurgaon/Gurugram +29 more,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,191,--
3990,RM Education Solutions,3.6,Education & Training | 1k-5k Employees | 21 years old | Thiruvananthapuram +7 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",191,3
3991,Zuari Agro Chemicals,4.1,Agro Chemicals | 501-1k Employees | Public | 57 years old | Gurgaon/Gurugram +47 more,,"Promotions / Appraisal, Salary & Benefits",190,--
3992,Doubletree By Hilton,3.9,Hospitality | 501-1k Employees | 55 years old | Virginia +18 more,"Skill Development / Learning, Work Life Balance",,190,--
3993,Hiranandani Financial Services,4.2,NBFC | 201-500 Employees | 7 years old | Mumbai +49 more,"Company Culture, Job Security, Work Life Balance",,190,--
3994,Aspiro Pharma,3.7,Pharma | 51-200 Employees | Startup | 12 years old | Bangalore +2 more,,"Promotions / Appraisal, Work Satisfaction, Company Culture",189,--
3995,Jagran Prakashan,4,Printing & Publishing | 501-1k Employees | Public | 49 years old | Kanpur  +51 more,,"Promotions / Appraisal, Salary & Benefits",189,--
3996,Sajjan India,3.8,Chemicals | 51-200 Employees | Public | 119 years old | Mumbai +9 more,,"Job Security, Promotions / Appraisal, Company Culture",189,1
3997,Insecticides India,4.5,Agro Chemicals | 1k-5k Employees | Public | 22 years old | Delhi/NCR +31 more,"Job Security, Work Life Balance, Salary & Benefits",,187,2
3998,Brane Enterprises,3.3,Software Product | 1k-5k Employees | 7 years old | Hyderabad/Secunderabad +3 more,,"Work Satisfaction, Company Culture, Promotions / Appraisal",194,1
3999,Ensono,4.2,IT Services & Consulting | 1k-5k Employees | 55 years old | Downers Grove +7 more,"Work Life Balance, Company Culture, Salary & Benefits",,192,66
4000,Kamineni Hospitals,4.2,Healthcare | 1k-5k Employees | 29 years old | Hyderabad/Secunderabad +8 more,"Skill Development / Learning, Work Life Balance, Company Culture",,192,7
4001,Xplore-Tech Services,3.2,BPO | 201-500 Employees | 20 years old | Kolkata +9 more,,"Promotions / Appraisal, Job Security, Company Culture",191,--
4002,Atmecs Technologies,3.5,IT Services & Consulting | 1k-5k Employees | 11 years old | Santa Clara +4 more,,"Job Security, Promotions / Appraisal, Skill Development / Learning",191,8
4003,Presto Infosolutions,4,Hardware & Networking | 501-1k Employees | 24 years old | Delhi/NCR +41 more,,"Promotions / Appraisal, Job Security",190,5
4004,Savex Technologies,4.4,Other | 1k-5k Employees | 38 years old | Mumbai +40 more,"Company Culture, Job Security, Work Life Balance",,190,--
4005,PPD,4.1,Pharma | 1k-5k Employees | 68 years old | Waltham +11 more,"Company Culture, Work Life Balance, Job Security",,189,55
4006,Emirates Flight Catering,4.3,Hospitality | 201-500 Employees | Public | 42 years old | Dubai +12 more,"Skill Development / Learning, Job Security, Company Culture",,189,--
4007,Krishnapatnam Port,4.1,Ports & Shipping | 501-1k Employees | 16 years old | Nellore +11 more,"Job Security, Work Satisfaction, Skill Development / Learning",,189,--
4008,GlobalStep,3.2,IT Services & Consulting | 501-1k Employees | 17 years old | Dallas +4 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",189,7
4009,Lion Engineering Consultants,3.8,Engineering & Construction | 501-1k Employees | 22 years old | Bhopal +44 more,,"Promotions / Appraisal, Salary & Benefits, Job Security",189,2
4010,Carnival Cinemas,3.2,Media & Entertainment | 201-500 Employees | 12 years old | Mumbai +54 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",189,1
4011,Zovian Technologies,4.9,IT Services & Consulting | 1-10 Employees | 8 years old | Bangalore +3 more,"Work Life Balance, Company Culture, Work Satisfaction",,189,--
4012,Hummingwave Technologies,4.9,IT Services & Consulting | 11-50 Employees | 11 years old | Bangalore +5 more,"Skill Development / Learning, Work Life Balance, Salary & Benefits",,189,3
4013,American Express Global Business Travel,4.2,Travel & Tourism | 1k-5k Employees | 8 years old | New York +12 more,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,189,23
4014,Cogenthub,2.8,BPO | 51-200 Employees | 8 years old | Kolkata +3 more,,"Promotions / Appraisal, Job Security, Work Life Balance",189,32
4015,Alghanim International,4.2,Engineering & Construction | 10k-50k Employees (Global) | 64 years old | Kuwait City +11 more,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal,188,1
4016,Goibibo,4.3,Internet | 1k-5k Employees | 17 years old | Gurgaon +20 more,"Company Culture, Job Security, Work Life Balance",,188,28
4017,The Co-operative Bank,4.2,Banking | 201-500 Employees | 152 years old | Manchester +86 more,"Work Life Balance, Work Satisfaction, Job Security",,187,--
4018,Shiash Info Solutions,3.3,IT Services & Consulting | 201-500 Employees | Chennai +5 more,,"Salary & Benefits, Job Security, Promotions / Appraisal",192,--
4019,Airbnb,4,Internet | 1k-5k Employees | 16 years old | San Francisco +7 more,"Salary & Benefits, Work Life Balance, Company Culture",,191,2
4020,Kd Logistics,4,Logistics | 1k-5k Employees | 19 years old | Mumbai +31 more,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,190,3
4021,Apollo Diagnostics,4.2,Healthcare | 201-500 Employees | 9 years old | Hyderabad +49 more,"Skill Development / Learning, Company Culture, Job Security",,190,--
4022,B4S Solutions,4,Law Enforcement & Security | 11-50 Employees | 35 years old | Ghaziabad +43 more,"Work Satisfaction, Work Life Balance, Company Culture",,189,--
4023,ICICI Direct,3.8,Financial Services | 201-500 Employees | 29 years old | Mumbai +54 more,,"Work Satisfaction, Work Life Balance, Promotions / Appraisal",189,--
4024,Regency Hospital,4.2,Healthcare | 1k-5k Employees | 29 years old | Kanpur +7 more,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,189,2
4025,Genisys Group,3.8,IT Services & Consulting | 1k-5k Employees (Global) | 39 years old | London +6 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",189,10
4026,Aegis Logistics,4,Oil & Gas | 1k-5k Employees | Public | 68 years old | Mumbai +25 more,"Job Security, Work Life Balance",,188,1
4027,Chennai Petroleum Corporation,4.5,Oil & Gas | 1k-5k Employees | Public | 59 years old | Chennai +9 more,"Skill Development / Learning, Work Satisfaction, Job Security",,188,--
4028,Lumax Auto Technologies Ltd,4.3,Auto Components | 501-1k Employees | 43 years old | Delhi/NCR +14 more,"Job Security, Company Culture, Salary & Benefits",,188,--
4029,Hgs Services,4,Analytics & KPO | 10k-50k Employees | 24 years old | Bengaluru +20 more,"Company Culture, Job Security, Work Life Balance",,188,--
4030,AvenData GmbH,3.4,IT Services & Consulting | 51-200 Employees | Berlin +9 more,,"Job Security, Promotions / Appraisal, Company Culture",188,26
4031,Shorthills AI,4.6,Emerging Technologies | 201-500 Employees | 6 years old | New Jersey +3 more,"Company Culture, Skill Development / Learning, Work Life Balance",,188,13
4032,Guiltfree Industries,3.8,FMCG | 201-500 Employees | Public | 8 years old | Kolkata +44 more,Salary & Benefits,"Promotions / Appraisal, Job Security",188,20
4033,Accord Synergy,4.2,Hardware & Networking | 51-200 Employees | Public | 10 years old | Vadodara/Baroda +29 more,,"Job Security, Promotions / Appraisal",188,3
4034,Arun Excello,3.5,Real Estate | 501-1k Employees | 37 years old | Chennai +13 more,,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",186,7
4035,KLJ GROUP,3.6,Petrochemicals | 1k-5k Employees | Public | 57 years old | New Delhi +15 more,,"Promotions / Appraisal, Work Satisfaction, Company Culture",191,3
4036,Incture Technologies,2.8,IT Services & Consulting | 501-1k Employees | 18 years old | Banglore +8 more,,"Salary & Benefits, Promotions / Appraisal, Company Culture",189,13
4037,Nippon Express,4.2,Logistics | 501-1k Employees | Public | 77 years old | Tokyo +29 more,"Job Security, Company Culture, Salary & Benefits",,189,6
4038,Faiveley Transport,4,501-1k Employees | 155 years old | Pittsburgh +15 more,"Company Culture, Skill Development / Learning, Work Life Balance",,188,4
4039,Aqualite India,3.8,Fashion & Textile | 1k-5k Employees | 16 years old | Delhi/NCR +22 more,,"Promotions / Appraisal, Job Security, Company Culture",188,4
4040,Technocon Services,3.1,Telecom | 51-200 Employees | 42 years old | Kolkata +25 more,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",188,--
4041,National Highways Authority of India,4.1,Engineering & Construction | 5k-10k Employees (Global) | Public | 36 years old | Delhi/NCR +99 more,"Work Satisfaction, Work Life Balance, Company Culture","Promotions / Appraisal, Job Security",188,--
4042,Bombay Dyeing,3.8,Fashion & Textile | 501-1k Employees | 145 years old | Mumbai +21 more,Work Life Balance,Promotions / Appraisal,188,--
4043,ARCIS e Services,3.6,BPO | 201-500 Employees | 37 years old | Gurgaon +9 more,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",188,--
4044,Asia-Pacific Institute of Management,4.3,Education & Training | 51-200 Employees | 28 years old | Delhi/NCR +5 more,"Skill Development / Learning, Company Culture, Work Life Balance",,188,--
4045,STYLAM Industries,3.6,Engineering & Construction | 201-500 Employees | Public | 33 years old | Chandigarh +24 more,,"Job Security, Company Culture, Promotions / Appraisal",188,--
4046,MR.DIY,3.5,Retail | 51-200 Employees | Mumbai +41 more,,"Company Culture, Work Life Balance, Work Satisfaction",188,6
4047,Infoesearch Ites,3.3,Media & Entertainment | 501-1k Employees | 17 years old | Hyderabad +6 more,,"Promotions / Appraisal, Salary & Benefits, Job Security",188,2
4048,Beam Suntory,4.3,Beverage | 501-1k Employees | 10 years old | Chicago +41 more,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,187,4
4049,The New India Assurance Co.,4.6,Insurance | 10k-50k Employees | Public | 105 years old | Mumbai +68 more,"Job Security, Work Life Balance, Company Culture",,187,--
4050,Toyota Material Handling,3.7,Industrial Machinery | 201-500 Employees | 68 years old | Gurgaon/Gurugram +26 more,Salary & Benefits,"Job Security, Work Life Balance, Work Satisfaction",187,--
4051,Brawn Laboratories,3.4,Healthcare | 501-1k Employees | 34 years old | Delhi/NCR +9 more,,"Salary & Benefits, Company Culture, Promotions / Appraisal",187,20
4052,HDFC Asset Management Company,4.1,1k-5k Employees | Public | 25 years old | Mumbai +75 more,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",187,1
4053,Canvera,3.1,Printing & Publishing | 501-1k Employees | 17 years old | Bangalore +25 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",187,8
4054,ARCADIS,4.3,IT Services & Consulting | 1k-5k Employees | Public | 15 years old | Amsterdam +24 more,"Company Culture, Job Security, Work Life Balance",,187,116
4055,Sri Gopikrishna Infrastructure,3.8,Engineering & Construction | 51-200 Employees | 17 years old | Hyderabad/Secunderabad +35 more,,"Promotions / Appraisal, Salary & Benefits, Job Security",187,--
4056,Sandvik Mining and Rock Technology,4.3,Industrial Machinery | 1k-5k Employees | Udaipur +21 more,"Salary & Benefits, Job Security, Skill Development / Learning",,187,--
4057,Income Tax Department India,4.4,Government | 1k-5k Employees (Global) | 164 years old | Delhi/NCR +73 more,"Work Life Balance, Company Culture, Skill Development / Learning",,186,--
